chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
4845,15139,a,a,27784,KEGG COMPOUND accession,C00908,,,,,,,,,,,,,,,
4846,15142,a,a,28292,KEGG COMPOUND accession,C02033,,,,,,,,,,,,,,,
4847,15164,a,a,28508,KEGG COMPOUND accession,C05585,HC01522,1194-98-5,28508.0,"Human Metabolome Database (HMDB): Gentisate aldehyde is a substrate of the enzyme aldehyde oxidase 1 [EC:1.2.3.1] in Valine, leucine and isoleucine degradation, Tyrosine metabolism, Tryptophan metabolism, Vitamin B6 metabolism and Nicotinate and nicotinamide metabolism. (KEGG).",Gentisate aldehyde,HMDB0004062,b,b,C05585,b,FDB023295,HC01522,[H]OC1=C([H])C([H])=C(O[H])C(C([H])=O)=C1[H],CLFRCXCBWIQVRN-UHFFFAOYSA-N,"InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H"
4848,15167,a,a,5323,KEGG COMPOUND accession,C10065,,,,,,,,,,,,,,,
4849,15169,a,a,5324,KEGG COMPOUND accession,C10066,,,,,,,,,,,,,,,
4850,15173,a,a,5326,KEGG COMPOUND accession,C10047,,,,,,,,,,,,,,,
4851,15175,a,a,16980,KEGG COMPOUND accession,C01499,,,,,,,,,,,,,,,
4852,15180,a,a,17447,KEGG COMPOUND accession,C01500,,,,,,,,,,,,,,,
4853,15183,a,a,15523,KEGG COMPOUND accession,C01920,,,,,,,,,,,,,,,
4854,15187,a,a,17211,KEGG COMPOUND accession,C00341,grdp,763-10-0,17211.0,"Human Metabolome Database (HMDB): Geranyl diphosphate is the precursor of monoterpenes, a large family of natural occurring C10 compounds predominately found in plants and animals. Geranyl diphosphate is regarded as a key intermediate in the steroid, isoprene and terpene biosynthesis pathways and is used by organisms in the biosynthesis of farnesyl pyrophosphate, geranylgeranyl pyrophosphate, cholesterol, terpenes and terpenoids. (wikipedia). In humans, geranyl diphosphate synthase (GPPS) catalyzes the condensation of dimethylallyl diphosphate (DMAPP) and isopentenyl diphosphate (IPP) to form geranyl diphosphate. Animals produce IPP through the mevalonate (MVA) pathway. Isoprenoid compounds have been implicated in several human disease states including coronary heart disease, blindness, infectious hepatitis and cancer. Geranyl pyrophosphate is an intermediate in the HMG-CoA reductase pathway used by organisms in the biosynthesis of terpenes and terpenoids. -- Wikipedia.",Geranyl-PP,HMDB0001285,b,b,C00341,GERANYL-PP,FDB001463,grdp,[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])OP([O-])(=O)OP([O-])([O-])=O)\C([H])([H])[H],GVVPGTZRZFNKDS-JXMROGBWSA-K,"InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/p-3/b10-7+"
4855,15202,a,a,48861,KEGG COMPOUND accession,C00353,,,,,,,,,,,,,,,
4856,15211,a,a,5337,KEGG COMPOUND accession,C09672,,,,,,,,,,,,,,,
4857,15217,a,a,28833,KEGG COMPOUND accession,C01699,,,,,,,,,,,,,,,
4858,15220,a,a,27717,KEGG COMPOUND accession,C00859,,,,,,,,,,,,,,,
4859,15223,a,a,15610,KEGG COMPOUND accession,C06093,,,,,,,,,,,,,,,
4860,15224,a,a,28731,KEGG COMPOUND accession,C02034,,,,,,,,,,,,,,,
4861,15228,a,a,27742,KEGG COMPOUND accession,C02035,,,,,,,,,,,,,,,
4862,15230,a,a,28040,KEGG COMPOUND accession,C06096,,,,,,,,,,,,,,,
4863,15233,a,a,27531,KEGG COMPOUND accession,C06095,,,,,,,,,,,,,,,
4864,15235,a,a,27433,KEGG COMPOUND accession,C06094,,,,,,,,,,,,,,,
4865,15242,a,a,5353,KEGG COMPOUND accession,C10048,,,,,,,,,,,,,,,
4866,15248,a,a,5356,KEGG COMPOUND accession,C07602,,,,,,,,,,,,,,,
4867,15254,a,a,77148,KEGG COMPOUND accession,C08944,,,,,,,,,,,,,,,
4868,15270,a,a,5368,KEGG COMPOUND accession,C09752,,,,,,,,,,,,,,,
4869,15272,a,a,5369,KEGG COMPOUND accession,C10421,,,,,,,,,,,,,,,
4870,15276,a,a,5371,KEGG COMPOUND accession,C08763,,,,,,,,,,,,,,,
4871,15280,a,a,5373,KEGG COMPOUND accession,C09446,,,,,,,,,,,,,,,
4872,15294,a,a,5380,KEGG COMPOUND accession,C10049,,,,,,,,,,,,,,,
4873,15296,a,a,5381,KEGG COMPOUND accession,C09753,,,,,,,,,,,,,,,
4874,15300,a,a,5383,KEGG COMPOUND accession,C07669,,,,,,,,,,,,,,,
4875,15306,a,a,5386,KEGG COMPOUND accession,C06258,M01957,b,5386.0,b,Globin,b,b,b,C06258,b,b,b,b,b,b
4876,15310,a,a,18259,KEGG COMPOUND accession,C03272,gbside_hs,11034-93-8,b,"Human Metabolome Database (HMDB): Tetrahexosylceramide (d18:1/12:0) is a glycosphingolipid (ceramide and oligosaccharide)or oligoglycosylceramide with one or more sialic acids (i.e. n-acetylneuraminic acid) linked on the sugar chain. Tetrahexosylceramide contains a tetrasaccharide moiety bound in glycosidic linkage to the hydroxyl group of ceramide as the polar head group. It is a component the cell plasma membrane which modulates cell signal transduction events. Gangliosides have been found to be highly important in immunology. Ganglioside Gb4 carries a net-negative charge at pH 7.0 and is acidic. Gangliosides can amount to 6% of the weight of lipids from brain, but they are found at low levels in all animal tissues.Globosides are glycosphingolipids. There are four types of glycosphingolipids, the cerebrosides, sulfatides, globosides and gangliosides. Globosides are cerebrosides that contain additional carbohydrates, predominantly galactose, glucose or GalNAc. Lactosyl ceramide is a globoside found in erythrocyte plasma membranes. Globotriaosylceramide (also called ceramide trihexoside) contains glucose and two moles of galactose and accumulates, primarily in the kidneys, of patients suffering from Fabry disease.",Tetrahexosylceramide (d18:1/12:0),HMDB0004958,b,b,C03272,N-ACETYL-D-GALACTOSAMINYL-13-D-GALACT,FDB023545,gbside_hs,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@]2([H])[C@@]([H])(O[H])[C@@]([H])(O[C@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[C@@]4([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]4([H])C([H])([H])O[H])O[C@]3([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]2([H])O[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H],MJVVJMMBLSKMDU-QVQHRZDJSA-N,b
4877,15320,a,a,5391,KEGG COMPOUND accession,C01501,,,,,,,,,,,,,,,
4878,15322,a,a,37163,KEGG COMPOUND accession,C01379,,,,,,,,,,,,,,,
4879,15323,a,a,17301,KEGG COMPOUND accession,C00767,,,,,,,,,,,,,,,
4880,15329,a,a,5395,KEGG COMPOUND accession,C08400,,,,,,,,,,,,,,,
4881,18434,a,a,6006,KEGG COMPOUND accession,C10079,,,,,,,,,,,,,,,
4882,18440,a,a,6009,KEGG COMPOUND accession,C11002,,,,,,,,,,,,,,,
4883,18442,a,a,27794,KEGG COMPOUND accession,C10470,,,,,,,,,,,,,,,
4884,18447,a,a,18220,KEGG COMPOUND accession,C00799,,,,,,,,,,,,,,,
4885,18449,a,a,18174,KEGG COMPOUND accession,C04074,,,,,,,,,,,,,,,
4886,18452,a,a,28604,KEGG COMPOUND accession,C08821,,,,,,,,,,,,,,,
4887,18454,a,a,6017,KEGG COMPOUND accession,C10070,,,,,,,,,,,,,,,
4888,18456,a,a,28791,KEGG COMPOUND accession,C05574,,,,,,,,,,,,,,,
4889,18461,a,a,310312,KEGG COMPOUND accession,C08650,,,,,,,,,,,,,,,
4890,18468,a,a,28189,KEGG COMPOUND accession,C00252,isomal,499-40-1,28189.0,"Human Metabolome Database (HMDB): Isomaltose is a naturally occurring disaccharide composed of two glucose units in an alpha (1-6) glycosidic linkage. -- Pubchem. A deficiency of sucrase-isomaltase, an integral protein of the small intestine brush-border membrane responsible for catalyzing the hydrolysis of dietary sucrose and some of the products of starch digestion, results in osmotic diarrhea when the disaccharide is ingested, because absorption cannot occur until after hydrolysis produces the component monosaccharides. (OMIM 222800,). It is particularly suitable as a non-cariogenic sucrose replacement and is favorable in products for diabetics and prediabetic dispositions. --Wikipedia.",Isomaltose,HMDB0002923,b,b,C00252,CPD-1243,FDB001220,isomal,b,DLRVVLDZNNYCBX-RTPHMHGBSA-N,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1"
4891,18477,a,a,6030,KEGG COMPOUND accession,C07054,,,,,,,,,,,,,,,
4892,18479,a,a,6031,KEGG COMPOUND accession,C02421,,,,,,,,,,,,,,,
4893,18480,a,a,6032,KEGG COMPOUND accession,C07446,,,,,,,,,,,,,,,
4894,18482,a,a,16483,KEGG COMPOUND accession,C00927,,,,,,,,,,,,,,,
4895,18485,a,a,17965,KEGG COMPOUND accession,C01821,,,,,,,,,,,,,,,
4896,18502,a,a,17293,KEGG COMPOUND accession,C02161,,,,,,,,,,,,,,,
4897,18517,a,a,15739,KEGG COMPOUND accession,C06748,,,,,,,,,,,,,,,
4898,18522,a,a,6047,KEGG COMPOUND accession,C11111,,,,,,,,,,,,,,,
4899,18524,a,a,6048,KEGG COMPOUND accession,C11112,,,,,,,,,,,,,,,
4900,18526,a,a,6049,KEGG COMPOUND accession,C11005,,,,,,,,,,,,,,,
4901,18528,a,a,17889,KEGG COMPOUND accession,C06051,,,,,,,,,,,,,,,
4902,18530,a,a,16092,KEGG COMPOUND accession,C06323,,,,,,,,,,,,,,,
4903,18539,a,a,15413,KEGG COMPOUND accession,C06561,,,,,,,,,,,,,,,
4904,18545,a,a,18200,KEGG COMPOUND accession,C10096,,,,,,,,,,,,,,,
4905,18549,a,a,6059,KEGG COMPOUND accession,C10097,,,,,,,,,,,,,,,
4906,18553,a,a,6061,KEGG COMPOUND accession,C07456,,,,,,,,,,,,,,,
4907,18563,a,a,6066,KEGG COMPOUND accession,C09550,,,,,,,,,,,,,,,
4908,18569,a,a,28484,KEGG COMPOUND accession,C08262,isoval,503-74-2,28484.0,"Human Metabolome Database (HMDB): Isovaleric acid, is a natural fatty acid found in a wide variety of plants and essential oils. Isovaleric acid is clear colorless liquid that is sparingly soluble in water, but well soluble in most common organic solvents. It has been suggested that isovaleric acid from pilot whales, a species frequently consumed in the Faroe Islands, may be the unusual dietary factor in prolonged gestation in the population of the Faroe Islands. Previous studies suggested that was due to the high intake of n-3 polyunsaturated fatty acids has been, but fatty acid data for eicosapentaenoic acid (EPA) and docosahexanoic acid (DHA) in blood lipids of Faroese and Norwegians was reviewed in terms of the type of fish eaten (mostly lean white fish with DHA much greater than EPA); the popular lean fish, thus, probably provides too little EPA to produce a marked effect on human biochemistry (PMID 2646392). Isovaleric acid is found to be associated with isovaleric acidemia, which is an inborn error of metabolism.",Isovaleric acid,HMDB0000718,b,b,C08262,b,FDB001324,b,b,GWYFCOCPABKNJV-UHFFFAOYSA-N,b
4909,18573,a,a,17379,KEGG COMPOUND accession,C04199,,,,,,,,,,,,,,,
4910,18579,a,a,30838,KEGG COMPOUND accession,C00490,itacon,97-65-4,30838.0,"Human Metabolome Database (HMDB): Itaconic acid is an intermediate in the C5-Branched dibasic acid metabolism, a substrate for the enzyme Succinate-CoA ligase (ADP-forming) (EC:6.2.1.5)(Kegg).",Itaconic acid,HMDB0002092,b,b,C00490,ITACONATE,FDB012645,itacon,[H]C([H])=C(C([O-])=O)C([H])([H])C([O-])=O,LVHBHZANLOWSRM-UHFFFAOYSA-L,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)/p-2"
4911,18630,a,a,27493,KEGG COMPOUND accession,C09694,,,,,,,,,,,,,,,
4912,18647,a,a,6104,KEGG COMPOUND accession,C00304,,,,,,,,,,,,,,,
4913,18651,a,a,16823,KEGG COMPOUND accession,C03281,,,,,,,,,,,,,,,
4914,18653,a,a,17630,KEGG COMPOUND accession,C01822,,,,,,,,,,,,,,,
4915,18655,a,a,28098,KEGG COMPOUND accession,C00825,,,,,,,,,,,,,,,
4916,18659,a,a,6109,KEGG COMPOUND accession,C08046,,,,,,,,,,,,,,,
4917,18667,a,a,6113,KEGG COMPOUND accession,C08693,,,,,,,,,,,,,,,
4918,18682,a,a,6121,KEGG COMPOUND accession,C07525,,,,,,,,,,,,,,,
4919,18686,a,a,6123,KEGG COMPOUND accession,C07464,,,,,,,,,,,,,,,
4920,18688,a,a,24960,KEGG COMPOUND accession,C01928,,,,,,,,,,,,,,,
4921,18698,a,a,6128,KEGG COMPOUND accession,C01716,,,,,,,,,,,,,,,
4922,18700,a,a,6129,KEGG COMPOUND accession,C07062,,,,,,,,,,,,,,,
4923,18706,a,a,6133,KEGG COMPOUND accession,C09010,,,,,,,,,,,,,,,
4924,18710,a,a,16832,KEGG COMPOUND accession,C01590,,,,,,,,,,,,,,,
4925,18713,a,a,17529,KEGG COMPOUND accession,C02549,,,,,,,,,,,,,,,
4926,18722,a,a,6141,KEGG COMPOUND accession,C10365,,,,,,,,,,,,,,,
4927,18726,a,a,28521,KEGG COMPOUND accession,C09761,,,,,,,,,,,,,,,
4928,18732,a,a,6146,KEGG COMPOUND accession,C10099,,,,,,,,,,,,,,,
4929,18734,a,a,6147,KEGG COMPOUND accession,C10100,,,,,,,,,,,,,,,
4930,18736,a,a,28683,KEGG COMPOUND accession,C01718,,,,,,,,,,,,,,,
4931,18737,a,a,6149,KEGG COMPOUND accession,C07887,,,,,,,,,,,,,,,
4932,18739,a,a,28293,KEGG COMPOUND accession,C04126,,,,,,,,,,,,,,,
4933,18740,a,a,6151,KEGG COMPOUND accession,C04281,1p3h5c,22573-88-2,27391.0,"Human Metabolome Database (HMDB): Pyrroline hydroxycarboxylic acid is a metabolite identified in the urine of patients with type II hyperprolinemia. (OMIM 239510). The urinary excretion of Pyrroline hydroxycarboxylic acid increased in hyperprolinemic patients but not in healthy controls during oral loading of hydroxyproline and hydroxyproline-ornithine. (PMID: 533224). Hyperprolinemia type II (HP II) is a rare inherited metabolic disease due to the deficiency of pyroline-5-carboxylate dehydrogenase. It is generally believed to be a benign condition although some patients have neurological problems such as refractory convulsions. (PMID: 15214748). The oxidation of pyrroline-carboxylate generates glutamate and pyrroline-hydroxycarboxylate, a reaction catalyzed by hydroxyproline oxidase (PMID: 500817).",Pyrroline hydroxycarboxylic acid,HMDB0001369,b,b,C04281,PYRROLINE-HYDROXY-CARBOXYLATE,FDB022582,1p3h5c,[H]O[C@@]1([H])C([H])=N[C@]([H])(C([O-])=O)C1([H])[H],WFOFKRKDDKGRIK-IUYQGCFVSA-M,"InChI=1S/C5H7NO3/c7-3-1-4(5(8)9)6-2-3/h2-4,7H,1H2,(H,8,9)/p-1/t3-,4+/m0/s1"
4934,18746,a,a,16303,KEGG COMPOUND accession,C03401,,,,,,,,,,,,,,,
4935,18749,a,a,48950,KEGG COMPOUND accession,C03283,,,,,,,,,,,,,,,
4936,18754,a,a,16944,KEGG COMPOUND accession,C03508,2aobut,b,40673.0,Human Metabolome Database (HMDB): L-2-Amino-3-oxobutanoic acid or L-2-amino acetic acid is involved in glycine/serine metabolism and is a breakdown product from glycine. It spontaneously decomposes to aminoacetone. Delta-aminolevuliinate synthase is the enzyme that catalyzes the interconversion between glycine and L-2-amino-3-oxobutanoic acid. Glycine C-acetyltransferase is also capable of catalyzing this reaction.,L-2-Amino-3-oxobutanoic acid,HMDB0006454,b,b,C03508,AMINO-OXOBUT,FDB023915,2aobut,[H]C([H])([H])C(=O)[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],SAUCHDKDCUROAO-VKHMYHEASA-N,"InChI=1S/C4H7NO3/c1-2(6)3(5)4(7)8/h3H,5H2,1H3,(H,7,8)/t3-/m0/s1"
4937,18760,a,a,15885,KEGG COMPOUND accession,C04075,,,,,,,,,,,,,,,
4938,18763,a,a,28245,KEGG COMPOUND accession,C03871,,,,,,,,,,,,,,,
4939,18767,a,a,37023,KEGG COMPOUND accession,C00956,L2aadp,542-32-5,37024.0,"Human Metabolome Database (HMDB): Aminoadipic acid (2-aminoadipate) is a metabolite in the principal biochemical pathway of lysine. It is an intermediate in the metabolism (i.e. breakdown or degradation) of lysine and saccharopine. It antagonizes neuroexcitatory activity modulated by the glutamate receptor N-methyl-D-aspartate (NMDA). Aminoadipic acid has also been shown to inhibit the production of kynurenic acid, a broad spectrum excitatory amino acid receptor antagonist, in brain tissue slices (PMID: 8566117). Recent studies have shown that aminoadipic acid is elevated in prostate biopsy tissues from prostate cancer patients (PMID: 23737455). Mutations in DHTKD1 (dehydrogenase E1 and transketolase domain-containing protein 1) have been shown to cause human 2-aminoadipic aciduria and 2-oxoadipic aciduria via impaired decarboxylation of 2-oxoadipate to glutaryl-CoA, which is the last step in the lysine degradation pathway (PMID: 23141293). Aging, diabetes, sepsis, and renal failure are known to catalyze the oxidation of lysyl residues to form 2-aminoadipic acid in human skin collagen and potentially other tissues (PMID: 18448817). Proteolytic breakdown of these tissues can lead to the release of free 2-aminoadipic acid. Studies in rats indicate that aminoadipic acid (along with the three branched-chain amino acids - leucine, valine, and isoleucine) levels are elevated in the pre-diabetic phase and so aminoadipic acid may serve as a predictive biomarker for the development of diabetes (PMID: 15389298). Long-term hyperglycemia of endothelial cells can also lead to elevated levels of aminoadipate which is thought to be a sign of lysine breakdown through oxidative stress and reactive oxygen species (ROS) (PMID: 21961526). 2-Aminoadipate is a potential small-molecule marker of oxidative stress (PMID: 21647514). Therefore, depending on the circumstances aminoadipic acid can act as an acidogen, a diabetogen, an atherogen and a metabotoxin. An acidogen is an acidic compound that induces acidosis, which has multiple adverse effects on many organ systems. A diabetogen is a compound that can lead to type 2 diabetes. An atherogen is a compound that leads to atherosclerosis and cardiovascular disease. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Chronically high levels of aminoadipic acid are associated with at least two inborn errors of metabolism including, 2-aminoadipic aciduria and 2-oxoadipic aciduria. Aminoadipic acid is an organic acid and abnormally high levels of organic acids in the blood (organic acidemia), urine (organic aciduria), the brain, and other tissues lead to general metabolic acidosis. Acidosis typically occurs when arterial pH falls below 7.35. In infants with acidosis, the initial symptoms include poor feeding, vomiting, loss of appetite, weak muscle tone (hypotonia), and lack of energy (lethargy). These can progress to heart abnormalities, kidney abnormalities, liver damage, seizures, coma, and possibly death. These are also the characteristic symptoms of the untreated IEMs mentioned above. Many affected children with organic acidemias experience intellectual disability or delayed development. In adults, acidosis or acidemia is characterized by headaches, confusion, feeling tired, tremors, sleepiness, and seizures. As a diabetogen, serum aminoadipic levels appear to regulate glucose homeostasis and have been highly predictive of individuals who later develop diabetes (PMID: 24091325). In particular, aminoadipic acid lowers fasting plasma glucose levels and enhances insulin secretion from human islets. As an atherogen, aminoadipic acid has been found to be produced at high levels via protein lysine oxidation in atherosclerotic plaques (PMID: 28069522).",Aminoadipic acid,HMDB0000510,b,b,C00956,CPD-468,FDB021812,L2aadp,[H][N+]([H])([H])C([H])(C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([O-])=O,OYIFNHCXNCRBQI-BYPYZUCNSA-M,"InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/p-1/t4-/m0/s1"
4940,18771,a,a,17917,KEGG COMPOUND accession,C04076,,,,,,,,,,,,,,,
4941,18779,a,a,18164,KEGG COMPOUND accession,C02982,,,,,,,,,,,,,,,
4942,18780,a,a,28936,KEGG COMPOUND accession,C05973,,,,,,,,,,,,,,,
4943,18783,a,a,15334,KEGG COMPOUND accession,C02983,,,,,,,,,,,,,,,
4944,18786,a,a,18188,KEGG COMPOUND accession,C03284,3aib,4249-19-8,33094.0,"Human Metabolome Database (HMDB): Beta-Aminoisobutyric acid is a non-protein amino acid originating from the catabolism of thymine and valine. The concentration of beta-Aminoisobutyric acid is normally low in urine as beta-Aminoisobutyric acid is further catabolized by b-aminoisobutyrate aminotransferases to methylmalonic acid semialdehyde and propionyl-CoA. beta-Aminoisobutyric acid occurs in two isomeric forms and both enantiomers of beta-Aminoisobutyric acid can be detected in human urine and plasma. In plasma, the S-enantiomer is the predominant type due to active renal reabsorption. In contrast, urine almost exclusively contains the R-enantiomer of beta-Aminoisobutyric acid, which is eliminated both by filtration and tubular secretion. Persistently increased levels of beta-Aminoisobutyric acid have been observed in individuals with a deficiency of R (-) -b-aminoisobutyrate-pyruvate aminotransferase. In addition, transient high levels of beta-Aminoisobutyric acid have been observed under a variety of pathological conditions such as lead poisoning, starvation, in total body irradiation and in a number of malignancies. The S-enantiomer of beta-Aminoisobutyric acid is predominantly derived from the catabolism of valine. It has been suggested that an altered homoeostasis of b-alanine underlies some of the clinical abnormalities encountered in patients with a dihydropyrimidine dehydrogenase (DPD) deficiency. DPD constitutes the first step of the pyrimidine degradation pathway, in which the pyrimidine bases uracil and thymine are catabolized to b-alanine and the R-enantiomer of beta-Aminoisobutyric acid respectively. In normal individuals with an intact pyrimidine degradation pathway, R-methylmalonic acid semialdehyde can be synthesized directly from the catabolism of thymine. Hence, there might be less cross-over between the valine and thymine pathway, allowing the conversion of S-methylmalonic acid semialdehyde into S-beta-Aminoisobutyric acid and the subsequent accumulation of S-beta-Aminoisobutyric acid in plasma. (PMID: 14705962, 14292857, 14453202).",(S)-b-aminoisobutyric acid,HMDB0002166,b,b,C03284,b,FDB022878,3aib,[H]C([H])([H])[C@]([H])(C([O-])=O)C([H])([H])[N+]([H])([H])[H],QCHPKSFMDHPSNR-VKHMYHEASA-N,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1"
