	chebi	name	definition	compound_id	type	accession_number
13112	21618	a	a	28881	KEGG COMPOUND accession	C02713
13113	21620	a	a	28920	KEGG COMPOUND accession	C02999
13114	21633	a	a	27438	KEGG COMPOUND accession	C06241
13115	21642	a	a	27499	KEGG COMPOUND accession	C06128
13116	21661	a	a	15779	KEGG COMPOUND accession	C06380
13117	21665	a	a	15993	KEGG COMPOUND accession	C04136
13118	21667	a	a	17503	KEGG COMPOUND accession	C06379
13119	21669	a	a	16062	KEGG COMPOUND accession	C00625
13120	21679	a	a	48927	KEGG COMPOUND accession	C02850
13121	21685	a	a	17008	KEGG COMPOUND accession	C02716
13122	21692	a	a	16498	KEGG COMPOUND accession	C00591
13123	21715	a	a	17469	KEGG COMPOUND accession	C03293
13124	21722	a	a	28609	KEGG COMPOUND accession	C04208
13125	21724	a	a	16606	KEGG COMPOUND accession	C04207
13126	21735	a	a	16532	CAS Registry Number	1138-80-3
13127	21739	a	a	17255	KEGG COMPOUND accession	C05226
13128	21741	a	a	51353	KEGG COMPOUND accession	C11529
13129	21748	a	a	17902	KEGG COMPOUND accession	C00436
13130	21757	a	a	17945	KEGG COMPOUND accession	C11519
13131	21769	a	a	15620	KEGG COMPOUND accession	C11735
13132	21772	a	a	44485	KEGG COMPOUND accession	C02441
13133	21778	a	a	17818	KEGG COMPOUND accession	C02717
13134	21782	a	a	7274	KEGG COMPOUND accession	C00439
13135	21789	a	a	18415	CAS Registry Number	2140-03-6
13136	21790	a	a	50759	KEGG COMPOUND accession	C02853
13137	21791	a	a	48429	KEGG COMPOUND accession	C01044
13138	21796	a	a	48309	KEGG COMPOUND accession	C01045
13139	21800	a	a	16552	KEGG COMPOUND accession	C03145
13140	21802	a	a	16552	CAS Registry Number	4289-98-9
13141	21807	a	a	17119	KEGG COMPOUND accession	C03294
13142	21812	a	a	29025	KEGG COMPOUND accession	C03410
13143	21817	a	a	27788	KEGG COMPOUND accession	C04336
13144	21827	a	a	16580	KEGG COMPOUND accession	C03622
13145	21830	a	a	28089	KEGG COMPOUND accession	C03004
13146	21840	a	a	17247	CAS Registry Number	35200-63-6
13147	21843	a	a	16872	KEGG COMPOUND accession	C03147
13148	21851	a	a	37041	KEGG COMPOUND accession	C03623
13149	21853	a	a	7307	KEGG COMPOUND accession	C11118
13150	21854	a	a	7307	CAS Registry Number	872-50-4
13151	21856	a	a	17519	KEGG COMPOUND accession	C02721
13152	21861	a	a	16440	KEGG COMPOUND accession	C01046
13153	21864	a	a	15733	KEGG COMPOUND accession	C02299
13154	21866	a	a	15733	CAS Registry Number	100-61-8
13155	21870	a	a	16463	KEGG COMPOUND accession	C01210
13156	21875	a	a	15860	KEGG COMPOUND accession	C02722
13157	21877	a	a	29009	KEGG COMPOUND accession	C05127
13158	21880	a	a	16354	KEGG COMPOUND accession	C02565
13159	21899	a	a	28136	KEGG COMPOUND accession	C06213
13160	21901	a	a	17458	KEGG COMPOUND accession	C02442
13161	21903	a	a	17458	CAS Registry Number	370-98-9
13162	21904	a	a	7328	KEGG COMPOUND accession	C05679
13163	21909	a	a	28884	KEGG COMPOUND accession	C07565
13164	21910	a	a	28884	CAS Registry Number	103-84-4
13165	21917	a	a	27449	KEGG COMPOUND accession	C03007
13166	21918	a	a	27449	CAS Registry Number	4122-52-5
13167	21936	a	a	16702	KEGG COMPOUND accession	C01075
13168	21941	a	a	33715	KEGG COMPOUND accession	C01076
13169	21942	a	a	17739	KEGG COMPOUND accession	C03881
13170	21946	a	a	28821	KEGG COMPOUND accession	C03882
13171	21950	a	a	30307	KEGG COMPOUND accession	C04138
13172	21952	a	a	7351	KEGG COMPOUND accession	C06442
13173	21954	a	a	28101	KEGG COMPOUND accession	C03413
13174	21959	a	a	17927	KEGG COMPOUND accession	C00612
13175	21963	a	a	17312	KEGG COMPOUND accession	C02567
13176	21966	a	a	27410	KEGG COMPOUND accession	C05842
13177	21970	a	a	28147	KEGG COMPOUND accession	C03524
13178	21995	a	a	15874	KEGG COMPOUND accession	C03414
13179	21997	a	a	17705	KEGG COMPOUND accession	C03296
13180	21999	a	a	48957	KEGG COMPOUND accession	C05931
13181	22001	a	a	27657	KEGG COMPOUND accession	C05932
13182	22004	a	a	27574	KEGG COMPOUND accession	C03415
13183	22006	a	a	16844	KEGG COMPOUND accession	C04504
13184	22012	a	a	28500	KEGG COMPOUND accession	C02857
13185	22016	a	a	16399	KEGG COMPOUND accession	C04209
13186	22036	a	a	16770	KEGG COMPOUND accession	C04210
13187	22038	a	a	17339	KEGG COMPOUND accession	C02858
13188	22044	a	a	17394	KEGG COMPOUND accession	C01047
13189	22047	a	a	17114	KEGG COMPOUND accession	C01274
13190	22054	a	a	18142	KEGG COMPOUND accession	C03154
13191	22055	a	a	17311	KEGG COMPOUND accession	C03793
13192	22057	a	a	27830	KEGG COMPOUND accession	C07027
13193	22073	a	a	17660	CAS Registry Number	2365-40-4
13194	22074	a	a	15819	KEGG COMPOUND accession	C04713
13195	22076	a	a	17752	KEGG COMPOUND accession	C02727
13196	22085	a	a	16232	KEGG COMPOUND accession	C02444
13197	22088	a	a	17524	KEGG COMPOUND accession	C02860
13198	22090	a	a	15704	KEGG COMPOUND accession	C04422
13199	22092	a	a	27870	KEGG COMPOUND accession	C05552
13200	22094	a	a	16570	KEGG COMPOUND accession	C01028
13201	22101	a	a	17328	KEGG COMPOUND accession	C04211
13202	22103	a	a	27911	KEGG COMPOUND accession	C01029
13203	22106	a	a	15846	KEGG COMPOUND accession	C00003
13204	22513	a	a	15846	CAS Registry Number	53-84-9
13205	22911	a	a	18009	KEGG COMPOUND accession	C00006
13206	23300	a	a	18009	CAS Registry Number	53-59-8
13207	23301	a	a	16474	KEGG COMPOUND accession	C00005
13208	23706	a	a	17929	KEGG COMPOUND accession	C03626
13209	23710	a	a	16134	KEGG COMPOUND accession	C00014
13210	23892	a	a	18219	KEGG COMPOUND accession	C01358
13211	23896	a	a	7438	KEGG COMPOUND accession	C11489
13212	23898	a	a	17188	KEGG COMPOUND accession	C01329
13213	23910	a	a	7445	KEGG COMPOUND accession	C07613
13214	23911	a	a	7445	CAS Registry Number	76932-56-4
13215	23914	a	a	7447	KEGG COMPOUND accession	C07250
13216	23915	a	a	7447	CAS Registry Number	147-52-4
13217	23917	a	a	7448	CAS Registry Number	985-16-0
13218	23918	a	a	7449	KEGG COMPOUND accession	C11371
13219	23919	a	a	7449	CAS Registry Number	3771-19-5
13220	23921	a	a	7451	KEGG COMPOUND accession	C08071
13221	23922	a	a	7451	CAS Registry Number	65472-88-0
13222	23937	a	a	7459	KEGG COMPOUND accession	C07252
13223	23944	a	a	18061	KEGG COMPOUND accession	C03011
13224	23946	a	a	50601	KEGG COMPOUND accession	C03298
13225	23949	a	a	7466	KEGG COMPOUND accession	C07254
13226	23950	a	a	7466	CAS Registry Number	434-22-0
13227	23954	a	a	7468	CAS Registry Number	62-90-8
13228	23961	a	a	16482	KEGG COMPOUND accession	C00829
13229	23963	a	a	16482	CAS Registry Number	91-20-3
13230	23964	a	a	17435	KEGG COMPOUND accession	C03012
13231	23969	a	a	28849	CAS Registry Number	475-38-7
13232	23973	a	a	7476	CAS Registry Number	22204-53-1
13233	23986	a	a	17846	KEGG COMPOUND accession	C00509
13234	23991	a	a	17846	CAS Registry Number	480-41-1
13235	23992	a	a	28327	KEGG COMPOUND accession	C09099
13236	23998	a	a	28705	CAS Registry Number	14259-46-2
13237	24001	a	a	7488	KEGG COMPOUND accession	C08073
13238	24004	a	a	7489	CAS Registry Number	3947-65-7
13239	24016	a	a	7494	KEGG COMPOUND accession	C07256
13240	24022	a	a	7497	KEGG COMPOUND accession	C08091
13241	24023	a	a	7497	CAS Registry Number	159989-65-8
13242	24029	a	a	7500	CAS Registry Number	83151-89-7
13243	24033	a	a	7502	CAS Registry Number	13241-32-2
13244	24035	a	a	27506	CAS Registry Number	5187-84-8
13245	24036	a	a	59016	KEGG COMPOUND accession	C09806
13246	24037	a	a	59016	CAS Registry Number	13241-33-3
13247	24042	a	a	7507	KEGG COMPOUND accession	C00384
13248	24044	a	a	7508	CAS Registry Number	119-04-0
13249	24047	a	a	7510	KEGG COMPOUND accession	C06172
13250	24052	a	a	7513	KEGG COMPOUND accession	C10110
13251	24054	a	a	7514	KEGG COMPOUND accession	C07258
13252	24055	a	a	7514	CAS Registry Number	59-99-4
13253	24056	a	a	179557	KEGG COMPOUND accession	C08197
13254	24063	a	a	7518	CAS Registry Number	21651-62-7
13255	24065	a	a	7519	CAS Registry Number	17257-15-7
13256	24073	a	a	29452	CAS Registry Number	106-25-2
13257	24074	a	a	7524	Wikipedia accession	Nerolidol
13258	24075	a	a	7524	CAS Registry Number	7212-44-4
13259	24078	a	a	44247	KEGG COMPOUND accession	C08323
13260	24082	a	a	16172	CAS Registry Number	16751-02-3
13261	24092	a	a	28541	KEGG COMPOUND accession	C06299
13262	24100	a	a	16833	KEGG COMPOUND accession	C05431
13263	24107	a	a	7545	CAS Registry Number	10176-66-6
13264	24110	a	a	28229	KEGG COMPOUND accession	C03884
13265	24118	a	a	28112	CAS Registry Number	7440-02-0
13266	24120	a	a	7553	CAS Registry Number	50-65-7
13267	24122	a	a	7554	CAS Registry Number	111991-09-4
13268	24139	a	a	17154	CAS Registry Number	98-92-0
13269	24140	a	a	16171	KEGG COMPOUND accession	C00455
13270	24153	a	a	15940	KEGG COMPOUND accession	C00253
13271	24162	a	a	27748	KEGG COMPOUND accession	C05841
13272	24178	a	a	7563	KEGG COMPOUND accession	C05380
13273	24186	a	a	7567	KEGG COMPOUND accession	C08772
13274	24187	a	a	7567	CAS Registry Number	30248-05-6
13275	24191	a	a	7569	CAS Registry Number	28380-24-7
13276	24192	a	a	7570	KEGG COMPOUND accession	C01518
13277	24198	a	a	7573	KEGG COMPOUND accession	C08164
13278	24199	a	a	7573	CAS Registry Number	63612-50-0
13279	24203	a	a	7575	CAS Registry Number	66085-59-4
13280	24204	a	a	7576	KEGG COMPOUND accession	C11276
13281	24205	a	a	7576	CAS Registry Number	55661-38-6
13282	24206	a	a	7577	KEGG COMPOUND accession	C07699
13283	24207	a	a	7577	CAS Registry Number	63675-72-9
13284	24210	a	a	7579	KEGG COMPOUND accession	C10163
13285	24211	a	a	7579	CAS Registry Number	49620-06-6
13286	24212	a	a	48107	KEGG COMPOUND accession	C00244
13287	24222	a	a	7581	CAS Registry Number	146-22-5
13288	24223	a	a	7582	KEGG COMPOUND accession	C07713
13289	24230	a	a	16480	CAS Registry Number	10102-43-9
13290	24238	a	a	16301	KEGG COMPOUND accession	C00088
13291	24255	a	a	7587	KEGG COMPOUND accession	C06058
13292	24256	a	a	27798	KEGG COMPOUND accession	C06813
13293	24257	a	a	27798	CAS Registry Number	98-95-3
13294	24258	a	a	16268	KEGG COMPOUND accession	C01837
13295	24260	a	a	16268	CAS Registry Number	79-24-3
13296	24263	a	a	71415	KEGG COMPOUND accession	C07268
13297	24264	a	a	71415	CAS Registry Number	67-20-9
13298	24277	a	a	7596	CAS Registry Number	15078-28-1
13299	24283	a	a	17045	CAS Registry Number	10024-97-2
13300	24310	a	a	7611	CAS Registry Number	2606-50-0
13301	24312	a	a	7612	CAS Registry Number	504-56-3
13302	24314	a	a	7613	CAS Registry Number	630-03-5
13303	24327	a	a	7622	KEGG COMPOUND accession	C10086
13304	24328	a	a	7622	CAS Registry Number	3542-72-1
13305	24334	a	a	7625	CAS Registry Number	500-38-9
13306	24341	a	a	100246	KEGG COMPOUND accession	C06687
13307	24342	a	a	100246	CAS Registry Number	70458-96-7
13308	24343	a	a	7630	KEGG COMPOUND accession	C08153
13309	24348	a	a	7632	CAS Registry Number	20716-98-7
13310	24351	a	a	28313	KEGG COMPOUND accession	C06524
13311	24352	a	a	28313	CAS Registry Number	494-97-3
13312	24354	a	a	7635	CAS Registry Number	58322-78-4
13313	24355	a	a	17048	KEGG COMPOUND accession	C05317
13314	24357	a	a	7637	KEGG COMPOUND accession	C10088
13315	24368	a	a	7642	CAS Registry Number	4443-09-8
13316	24369	a	a	77149	KEGG COMPOUND accession	C08961
13317	24370	a	a	77149	CAS Registry Number	80418-24-2
13318	24377	a	a	33838	KEGG COMPOUND accession	C00801
13319	24395	a	a	17326	KEGG COMPOUND accession	C00201
13320	24413	a	a	7660	KEGG COMPOUND accession	C06572
13321	24414	a	a	7660	CAS Registry Number	1400-61-9
13322	24419	a	a	18332	KEGG COMPOUND accession	C01829
13323	24423	a	a	17265	KEGG COMPOUND accession	C04767
13324	24425	a	a	17476	KEGG COMPOUND accession	C04756
13325	24443	a	a	15960	KEGG COMPOUND accession	C02571
13326	24447	a	a	7671	KEGG COMPOUND accession	C05700
13327	24449	a	a	28879	KEGG COMPOUND accession	C03525
13328	24467	a	a	17161	KEGG COMPOUND accession	C02864
13329	24488	a	a	15811	KEGG COMPOUND accession	C01005
13330	24501	a	a	21969	KEGG COMPOUND accession	C05702
13331	24509	a	a	16681	KEGG COMPOUND accession	C02866
13332	24525	a	a	17438	KEGG COMPOUND accession	C03300
13333	24542	a	a	17791	KEGG COMPOUND accession	C01943
13334	24566	a	a	7725	KEGG COMPOUND accession	C05752
13335	24575	a	a	7728	KEGG COMPOUND accession	C01740
13336	24595	a	a	16869	CAS Registry Number	3922-90-5
13337	24596	a	a	16021	KEGG COMPOUND accession	C03796
13338	24602	a	a	16196	KEGG COMPOUND accession	C00712
13339	24605	a	a	16196	CAS Registry Number	112-80-1
13340	24607	a	a	27542	CAS Registry Number	112-62-9
13341	24608	a	a	15534	KEGG COMPOUND accession	C00510
13342	24615	a	a	7747	KEGG COMPOUND accession	C09794
13343	24622	a	a	28285	CAS Registry Number	579-13-5
13344	24623	a	a	7751	KEGG COMPOUND accession	C11312
13345	24625	a	a	7752	KEGG COMPOUND accession	C11313
13346	24626	a	a	7752	CAS Registry Number	11052-72-5
13347	24627	a	a	7753	KEGG COMPOUND accession	C11314
13348	24634	a	a	50699	KEGG COMPOUND accession	C00930
13349	24652	a	a	7770	CAS Registry Number	15722-48-2
13350	24666	a	a	7777	CAS Registry Number	4611-05-6
13351	24667	a	a	7778	KEGG COMPOUND accession	C11087
13352	24671	a	a	16536	KEGG COMPOUND accession	C00727
13353	24706	a	a	15871	KEGG COMPOUND accession	C02868
13354	24708	a	a	18367	KEGG COMPOUND accession	C00009
13355	24968	a	a	18367	CAS Registry Number	14265-44-2
13356	24969	a	a	7794	KEGG COMPOUND accession	C01153
13357	24974	a	a	78258	KEGG COMPOUND accession	C09148
13358	24979	a	a	7798	CAS Registry Number	196618-13-0
13359	24992	a	a	472805	KEGG COMPOUND accession	C01443
13360	25003	a	a	16995	KEGG COMPOUND accession	C00209
13361	25011	a	a	16995	CAS Registry Number	144-62-7
13362	25053	a	a	30744	CAS Registry Number	328-42-7
13363	25054	a	a	16859	KEGG COMPOUND accession	C03716
13364	25056	a	a	7814	KEGG COMPOUND accession	C05533
13365	25058	a	a	7815	KEGG COMPOUND accession	C05379
13366	25060	a	a	7815	CAS Registry Number	1948-82-9
13367	25065	a	a	15535	KEGG COMPOUND accession	C00313
13368	25071	a	a	18058	KEGG COMPOUND accession	C01444
13369	25073	a	a	18058	CAS Registry Number	471-47-6
13370	25074	a	a	7819	KEGG COMPOUND accession	C07341
13371	25075	a	a	7819	CAS Registry Number	21738-42-1
13372	25080	a	a	7822	KEGG COMPOUND accession	C07356
13373	25081	a	a	7822	CAS Registry Number	21256-18-8
13374	25082	a	a	7823	KEGG COMPOUND accession	C07359
13375	25083	a	a	7823	CAS Registry Number	604-75-1
13376	25084	a	a	7824	KEGG COMPOUND accession	C07492
13377	25085	a	a	7824	CAS Registry Number	28721-07-5
13378	25086	a	a	7825	KEGG COMPOUND accession	C08074
13379	25087	a	a	7825	CAS Registry Number	64211-45-6
13380	25088	a	a	7826	KEGG COMPOUND accession	C08075
13381	25089	a	a	7826	CAS Registry Number	64211-46-7
13382	25090	a	a	17216	KEGG COMPOUND accession	C03887
13383	25092	a	a	18015	KEGG COMPOUND accession	C03527
13384	25096	a	a	17959	KEGG COMPOUND accession	C03717
13385	25110	a	a	16912	CAS Registry Number	51621-02-4
13386	25114	a	a	17908	KEGG COMPOUND accession	C00139
13387	25139	a	a	17858	KEGG COMPOUND accession	C00127
13388	25156	a	a	16571	KEGG COMPOUND accession	C01166
13389	25177	a	a	7847	KEGG COMPOUND accession	C11803
13390	25178	a	a	7847	CAS Registry Number	72830-39-8
13391	25180	a	a	138856	CAS Registry Number	14698-29-4
13392	25181	a	a	7849	KEGG COMPOUND accession	C09891
13393	25182	a	a	7849	CAS Registry Number	71384-25-3
13394	25201	a	a	7858	KEGG COMPOUND accession	C10956
13395	25202	a	a	7858	CAS Registry Number	5259-88-1
13396	25203	a	a	7859	KEGG COMPOUND accession	C08026
13397	25551	a	a	7862	CAS Registry Number	1491-59-4
13398	25554	a	a	7864	KEGG COMPOUND accession	C07393
13399	25568	a	a	27701	KEGG COMPOUND accession	C06624
13400	25570	a	a	7872	KEGG COMPOUND accession	C00746
13401	25574	a	a	27775	KEGG COMPOUND accession	C06197
13402	25583	a	a	27791	KEGG COMPOUND accession	C06198
13403	25595	a	a	18315	CAS Registry Number	72909-34-3
13404	25596	a	a	18356	KEGG COMPOUND accession	C01359
13405	25625	a	a	16096	KEGG COMPOUND accession	C05315
13406	25641	a	a	28716	CAS Registry Number	373-49-9
13407	25642	a	a	15525	KEGG COMPOUND accession	C00154
13408	25660	a	a	17868	KEGG COMPOUND accession	C01192
13409	25683	a	a	7912	CAS Registry Number	33401-87-5
13410	25684	a	a	16753	KEGG COMPOUND accession	C00831
13411	25688	a	a	16753	CAS Registry Number	496-65-1
13412	25720	a	a	27827	CAS Registry Number	311-45-5
13413	25725	a	a	27928	KEGG COMPOUND accession	C06604
13414	25731	a	a	68994	KEGG COMPOUND accession	C09599
13415	25732	a	a	68994	CAS Registry Number	28230-70-8
13416	25736	a	a	7931	CAS Registry Number	131918-61-1
13417	25740	a	a	7933	CAS Registry Number	534-47-4
13418	25742	a	a	7934	CAS Registry Number	7542-37-2
13419	25745	a	a	7936	KEGG COMPOUND accession	C07415
13420	25746	a	a	7936	CAS Registry Number	61869-08-7
13421	25792	a	a	7957	CAS Registry Number	66063-05-6
13422	25793	a	a	83569	KEGG COMPOUND accession	C11019
13423	25804	a	a	18203	KEGG COMPOUND accession	C06564
13424	25815	a	a	17642	KEGG COMPOUND accession	C02575
13425	25817	a	a	17642	CAS Registry Number	87-86-5
13426	25820	a	a	17302	CAS Registry Number	2765-11-9
13427	25821	a	a	28897	KEGG COMPOUND accession	C08388
13428	25823	a	a	48026	KEGG COMPOUND accession	C05911
13429	25825	a	a	17251	KEGG COMPOUND accession	C01841
13430	25828	a	a	45081	KEGG COMPOUND accession	C07420
13431	25832	a	a	16472	KEGG COMPOUND accession	C01949
13432	25846	a	a	7983	CAS Registry Number	76-74-4
13433	25852	a	a	75033	KEGG COMPOUND accession	C08726
13434	25853	a	a	75033	CAS Registry Number	134-01-0
13435	25856	a	a	7989	KEGG COMPOUND accession	C00773
13436	25857	a	a	7989	CAS Registry Number	26305-03-3
13437	25868	a	a	16692	KEGG COMPOUND accession	C02872
13438	25885	a	a	15722	KEGG COMPOUND accession	C02179
13439	25927	a	a	8028	KEGG COMPOUND accession	C07427
13440	25928	a	a	8028	CAS Registry Number	58-39-9
13441	25936	a	a	28194	CAS Registry Number	593-39-5
13442	25937	a	a	75035	KEGG COMPOUND accession	C08727
13443	25938	a	a	75035	CAS Registry Number	1429-30-7
13444	25951	a	a	8040	KEGG COMPOUND accession	C08439
13445	25952	a	a	8040	CAS Registry Number	17466-45-4
13446	25954	a	a	8041	CAS Registry Number	55306-08-6
13447	25966	a	a	8047	KEGG COMPOUND accession	C08440
13448	25967	a	a	8047	CAS Registry Number	62249-77-8
13449	25969	a	a	8048	CAS Registry Number	52589-11-4
13450	25972	a	a	8050	KEGG COMPOUND accession	C07591
13451	25974	a	a	28851	KEGG COMPOUND accession	C11422
13452	25975	a	a	28851	CAS Registry Number	85-01-8
13453	25977	a	a	28668	CAS Registry Number	66226-25-3
13454	25980	a	a	27950	KEGG COMPOUND accession	C11429
13455	25983	a	a	8055	CAS Registry Number	299-11-6
13456	25989	a	a	8058	CAS Registry Number	77-10-1
13457	26005	a	a	8064	KEGG COMPOUND accession	C07673
13458	26009	a	a	8066	KEGG COMPOUND accession	C07584
13459	26011	a	a	8067	KEGG COMPOUND accession	C07432
13460	26015	a	a	8069	KEGG COMPOUND accession	C07434
13461	26016	a	a	8069	CAS Registry Number	50-06-6
13462	26028	a	a	15882	CAS Registry Number	108-95-2
13463	26029	a	a	27905	KEGG COMPOUND accession	C02180
13464	26031	a	a	27905	CAS Registry Number	937-34-8
13465	26032	a	a	37548	KEGG COMPOUND accession	C02734
13466	26033	a	a	37548	CAS Registry Number	701-64-4
13467	26037	a	a	8075	CAS Registry Number	122-59-8
13468	26038	a	a	28964	KEGG COMPOUND accession	C02577
13469	26049	a	a	8082	KEGG COMPOUND accession	C00548
13470	26054	a	a	16424	KEGG COMPOUND accession	C00601
13471	26063	a	a	16424	CAS Registry Number	122-78-1
13472	26070	a	a	15537	KEGG COMPOUND accession	C00582
13473	26074	a	a	27480	KEGG COMPOUND accession	C05598
13474	26077	a	a	48574	KEGG COMPOUND accession	C07440
13475	26081	a	a	8093	KEGG COMPOUND accession	C07441
13476	26090	a	a	49000	CAS Registry Number	60-12-8
13477	26101	a	a	8102	KEGG COMPOUND accession	C06747
13478	26105	a	a	28631	CAS Registry Number	501-52-0
13479	26108	a	a	30851	KEGG COMPOUND accession	C00166
13480	26128	a	a	30851	CAS Registry Number	156-06-9
13481	26131	a	a	8107	KEGG COMPOUND accession	C07443
13482	26136	a	a	32980	KEGG COMPOUND accession	C01744
13483	26138	a	a	32980	CAS Registry Number	501-97-3
13484	26139	a	a	17276	KEGG COMPOUND accession	C00774
13485	26141	a	a	17276	CAS Registry Number	60-82-2
13486	26143	a	a	8113	KEGG COMPOUND accession	C01604
13487	26152	a	a	8116	KEGG COMPOUND accession	C09155
13488	26154	a	a	17598	KEGG COMPOUND accession	C03634
13489	26156	a	a	28366	KEGG COMPOUND accession	C09157
13490	26158	a	a	17727	KEGG COMPOUND accession	C03019
13491	26162	a	a	8121	KEGG COMPOUND accession	C11028
13492	26163	a	a	8121	CAS Registry Number	2310-17-0
13493	26164	a	a	16337	KEGG COMPOUND accession	C00416
13494	26176	a	a	17152	KEGG COMPOUND accession	C04308
13495	26198	a	a	16038	KEGG COMPOUND accession	C00350
13496	26223	a	a	16618	KEGG COMPOUND accession	C05981
13497	26226	a	a	18303	KEGG COMPOUND accession	C02737
13498	26230	a	a	29031	KEGG COMPOUND accession	C05339
13499	26231	a	a	29031	CAS Registry Number	6303-21-5
13500	26241	a	a	27577	KEGG COMPOUND accession	C01976
