abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
ser_D,312-84-5,16523,"Human Metabolome Database (HMDB): D-serine is a stereo-isomer of the common amino acid, L-serine. D-serine was only thought to exist in bacteria until relatively recently. D-serine was the second D amino acid discovered to naturally exist in humans. The first one was D-aspartate. D-serine is synthesized from L-serine by serine racemase (SRR), and it is degraded by D-amino acid oxidase (DAO). It is found in high abundance in the brain. D-serine acts on the glycine binding site of the N-methyl-D-aspartate receptor (NMDAR) and modulates glutamate-mediated receptor activation. For the receptor to open, glutamate and either glycine or D-serine must bind to it. In fact, D-serine is a more potent agonist at the glycine site on the NMDAR than glycine itself. The importance of D-serine in mammalian brain function is apparent from extensive investigations reported and reviewed over the past decade, including roles in synaptic plasticity and memory. D-serine is also implicated in the pathophysiology and therapy of several psychiatric and neurological conditions including schizophrenia and glioma. In schizophrenia, there is evidence that D-serine levels are decreased, a deficiency that may contribute to the proposed NMDAR hypofunction of the disorder and that has led to D-serine replenishment as a novel therapeutic strategy.",D-Serine,HMDB0003406,,,C00740,Serines,FDB023164,ser_D,[H]OC([H])([H])[C@]([H])(C([O-])=O)[N+]([H])([H])[H],MTCFGRXMJLQNBG-UWTATZPHSA-N,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m1/s1"
Ser_Gly_Ala_X_Gly,,,,Protein-Linked Serine Residue (Glycosaminoglycan Attachment Site),,,,C02189,,,Ser_Gly_Ala_X_Gly,[H]OC([H])([H])[C@]([H])(N([H])C([*])=O)C(=O)N([H])[*],,
ser_L,56-45-1,17115,"Human Metabolome Database (HMDB): Serine is a nonessential amino acid derived from glycine. Like all the amino acid building blocks of protein and peptides, serine can become essential under certain conditions, and is thus important in maintaining health and preventing disease. Low-average concentration of serine compared to other amino acids is found in muscle. Serine is highly concentrated in all cell membranes. (http://www.dcnutrition.com/AminoAcids/) L-Serine may be derived from four possible sources: dietary intake; biosynthesis from the glycolytic intermediate 3-phosphoglycerate; from glycine ; and by protein and phospholipid degradation. Little data is available on the relative contributions of each of these four sources of l-serine to serine homoeostasis. It is very likely that the predominant source of l-serine will be very different in different tissues and during different stages of human development. In the biosynthetic pathway, the glycolytic intermediate 3-phosphoglycerate is converted into phosphohydroxypyruvate, in a reaction catalyzed by 3-phosphoglycerate dehydrogenase (3- PGDH; EC 1.1.1.95). Phosphohydroxypyruvate is metabolized to phosphoserine by phosphohydroxypyruvate aminotransferase (EC 2.6.1.52) and, finally, phosphoserine is converted into l-serine by phosphoserine phosphatase (PSP; EC 3.1.3.3). In liver tissue, the serine biosynthetic pathway is regulated in response to dietary and hormonal changes. Of the three synthetic enzymes, the properties of 3-PGDH and PSP are the best documented. Hormonal factors such as glucagon and corticosteroids also influence 3-PGDH and PSP activities in interactions dependent upon the diet. L-serine plays a central role in cellular proliferation. L-Serine is the predominant source of one-carbon groups for the de novo synthesis of purine nucleotides and deoxythymidine monophosphate. It has long been recognized that, in cell cultures, L-serine is a conditional essential amino acid, because it cannot be synthesized in sufficient quantities to meet the cellular demands for its utilization. In recent years, L-serine and the products of its metabolism have been recognized not only to be essential for cell proliferation, but also to be necessary for specific functions in the central nervous system. The findings of altered levels of serine and glycine in patients with psychiatric disorders and the severe neurological abnormalities in patients with defects of L-serine synthesis underscore the importance of L-serine in brain development and function. (PMID 12534373).",L-Serine,HMDB0000187,,,C00065,SER,FDB012739,ser_L,[H]OC([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],MTCFGRXMJLQNBG-REOHCLBHSA-N,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1"
Ser_Thr,,,,Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site),,,,,,,Ser_Thr,,,
serargala,,,,Seryl-Arginyl-Alanine,,,,,,,,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])[H],GXXTUIUYTWGPMV-BIIVOSGPSA-O,"InChI=1S/C12H24N6O5/c1-6(11(22)23)17-10(21)8(3-2-4-16-12(14)15)18-9(20)7(13)5-19/h6-8,19H,2-5,13H2,1H3,(H,17,21)(H,18,20)(H,22,23)(H4,14,15,16)/p+1/t6-,7-,8+/m0/s1"
serargtrp,,,,Seryl-Arginyl-Tryptophan,,,,,,,,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H],HZWAHWQZPSXNCB-IMJJTQAJSA-O,"InChI=1S/C20H29N7O5/c21-13(10-28)17(29)26-15(6-3-7-24-20(22)23)18(30)27-16(19(31)32)8-11-9-25-14-5-2-1-4-12(11)14/h1-2,4-5,9,13,15-16,25,28H,3,6-8,10,21H2,(H,26,29)(H,27,30)(H,31,32)(H4,22,23,24)/p+1/t13-,15+,16-/m0/s1"
sercysarg,,,,Seryl-Cysteinyl-Arginine,,,,,,,,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])O[H])C([H])([H])S[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H],BLPYXIXXCFVIIF-BIIVOSGPSA-O,"InChI=1S/C12H24N6O5S/c13-6(4-19)9(20)18-8(5-24)10(21)17-7(11(22)23)2-1-3-16-12(14)15/h6-8,19,24H,1-5,13H2,(H,17,21)(H,18,20)(H,22,23)(H4,14,15,16)/p+1/t6-,7-,8+/m0/s1"
serglyglu,,,,Seryl-Glycyl-Glutamate,,,,,,,,[H]OC(=O)[C@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])C([O-])=O,MIJWOJAXARLEHA-WDSKDSINSA-M,"InChI=1S/C10H17N3O7/c11-5(4-14)9(18)12-3-7(15)13-6(10(19)20)1-2-8(16)17/h5-6,14H,1-4,11H2,(H,12,18)(H,13,15)(H,16,17)(H,19,20)/p-1/t5-,6-/m0/s1"
serlyshis,,,,Seryl-Lysyl-Histidine,,,,,,,,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C1=C([H])N([H])C([H])=N1,SRKMDKACHDVPMD-TUAOUCFPSA-O,"InChI=1S/C15H26N6O5/c16-4-2-1-3-11(20-13(23)10(17)7-22)14(24)21-12(15(25)26)5-9-6-18-8-19-9/h6,8,10-12,22H,1-5,7,16-17H2,(H,18,19)(H,20,23)(H,21,24)(H,25,26)/p+1/t10-,11+,12-/m0/s1"
serphelys,,,,Seryl-Phenylalanyl-Lysine,,,,,,,,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])O[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H],XVWDJUROVRQKAE-SOUVJXGZSA-O,"InChI=1S/C18H28N4O5/c19-9-5-4-8-14(18(26)27)21-17(25)15(22-16(24)13(20)11-23)10-12-6-2-1-3-7-12/h1-3,6-7,13-15,23H,4-5,8-11,19-20H2,(H,21,25)(H,22,24)(H,26,27)/p+1/t13-,14-,15+/m0/s1"
sertrphis,,,,Seryl-Tryptophanyl-Histidine,,,,,,,,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])O[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])C1=C([H])N([H])C([H])=N1,XTWXRUWACCXBMU-UAGQMJEPSA-N,"InChI=1S/C20H24N6O5/c21-14(9-27)18(28)25-16(5-11-7-23-15-4-2-1-3-13(11)15)19(29)26-17(20(30)31)6-12-8-22-10-24-12/h1-4,7-8,10,14,16-17,23,27H,5-6,9,21H2,(H,22,24)(H,25,28)(H,26,29)(H,30,31)/t14-,16+,17-/m0/s1"
Sfglutth,50409-81-9,16225,Human Metabolome Database (HMDB): S-Formylglutathione is formed from the oxidation of S-hydroxymethylglutathione by the enzyme formaldehyde dehydrogenase (FDH; EC 1.2.1.1) in the presence of NAD (PubMed ID 2806555).,S-Formylglutathione,HMDB0001550,,,C01031,CPD-548,FDB022685,Sfglutth,[H]N(C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H])C([H])([H])SC([H])=O)C([H])([H])C([O-])=O,FHXAGOICBFGEBF-BQBZGAKWSA-M,"InChI=1S/C11H17N3O7S/c12-6(11(20)21)1-2-8(16)14-7(4-22-5-15)10(19)13-3-9(17)18/h5-7H,1-4,12H2,(H,13,19)(H,14,16)(H,17,18)(H,20,21)/p-1/t6-,7-/m0/s1"
sgalside_hs,,,,Sulfatide Galactocerebroside,,,,,,,sgalside_hs,,,
sheme,,,,Siroheme,,,,,,,,,,
simvgluc,,,,Simvastatin-Acyl-Glucuronide,,,,,,,,,,
skm,,,"Human Metabolome Database (HMDB): Shikimic acid, more commonly known as its anionic form shikimate, is an important biochemical intermediate in plants and microorganisms. Its name comes from the Japanese flower shikimi (&#12471;&#12461;&#12511;, Illicium anisatum), from which it was first isolated. Shikimic acid is a precursor for: the aromatic amino acids phenylalanine and tyrosine; indole, indole derivatives and tryptophan; many alkaloids and other aromatic metabolites; tannins; and lignin. In pharmaceutical industry, shikimic acid from chinese star anise is used as a base material for production of Tamiflu (oseltamivir). Although shikimic acid is present in most autotrophic organisms, it is a biosynthetic intermediate and generally found in very low concentrations (Wikipedia).",Shikimate,HMDB0003070,,,,,,,,,
skm5p,,,,Shikimate 5-phosphate,,,,,,,,,,
sl_L,,16712,Human Metabolome Database (HMDB): This compound belongs to the family of Alpha Hydroxy Acids and Derivatives. These are organic compounds containing a carboxylic acid substituted with a hydroxyl group on the adjacent carbon.,(S)-3-Sulfonatolactate,HMDB0060176,,,C11499,,,sl_L,[H]O[C@@]([H])(C([O-])=O)C([H])([H])S([O-])(=O)=O,CQQGIWJSICOUON-UWTATZPHSA-L,"InChI=1S/C3H6O6S/c4-2(3(5)6)1-10(7,8)9/h2,4H,1H2,(H,5,6)(H,7,8,9)/p-2/t2-/m1/s1"
sl26da,,,"Human Metabolome Database (HMDB): N-Succinyl-L,L-2,6-diaminopimelate is an intermediate in lysine biosynthesis. It is the third to last step in the synthesis of lysine and is converted. from N-Succinyl-2-amino-6-ketopimelate via the enzyme succinyldiaminopimelate transferase (EC 2.6.1.17). It is then converted to L,L-diaminopimelate via the enzyme succinyl-diaminopimelate desuccinylase (EC 3.5.1.18).","N-Succinyl-LL-2,6-diaminoheptanedioate",HMDB0012267,,,,,,,,,
sl2a6o,,,"Human Metabolome Database (HMDB): N-Succinyl-2-amino-6-ketopimelate is an intermediate in lysine biosynthesis. It is the fourth to last step in the synthesis of lysine and is converted. from tetrahydrodipicolinate via the enzyme tetrahydrodipicolinate N-succinyltransferase (EC 2.3.1.117). It is then converted to N-succinyl-L,L-2,6-diaminopimelate via the enzyme Succinyldiaminopimelate transferase (EC 2.6.1.17).",N-Succinyl-2-L-amino-6-oxoheptanedioate,HMDB0012266,,,,,,,,,
slfcys,1637-71-4,27891,"Human Metabolome Database (HMDB): Cysteine-S-sulfate (SSC) is produced by reaction of inorganic sulfite and cystine by a yet unknown pathway and is a very potent NMDA-receptor agonist. Electrophysiological studies have shown that SSC displays depolarizing properties similar to glutamate. Patients affected with either Molybdenum cofactor deficiency (MOCOD, an autosomal recessive disease that leads to a combined deficiency of the enzymes sulphite oxidase, an enzyme that catalyzes the conversion of sulfite to inorganic sulfate, xanthine dehydrogenase and aldehyde oxidase) or isolated sulphite oxidase deficiency (ISOD, an extremely rare autosomal recessive disorder with identical clinical manifestations to MOCOD) excrete elevated levels of SSC. This rare disorder is associated with brain damage (seizures, spastic quadriplegia, and cerebral atrophy), mental retardation, dislocated ocular lenses, blindness, and excretion in the urine of abnormally large amounts of SSC, sulfite, and thiosulfate but no inorganic sulfate (PMID: 17764028, 15558695).",Cysteine-S-sulfate,HMDB0000731,,,C05824,,FDB022209,slfcys,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])SS([O-])(=O)=O,NOKPBJYHPHHWAN-REOHCLBHSA-M,"InChI=1S/C3H7NO5S2/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/p-1/t2-/m0/s1"
smv,79902-63-9,9150,"Human Metabolome Database (HMDB): Simvastatin is a hypolipidemic drug belonging to the class of pharmaceuticals called 'statins'. It is used to control hypercholesterolemia (elevated cholesterol levels) and to prevent cardiovascular disease. Simvastatin is a synthetic derivate of a fermentation product of Aspergillus terreus; Simvastatin is a powerful lipid-lowering drug that can decrease low density lipoprotein (LDL) levels by up to 50 percent. It is used in doses of 5 mg up to 80 mg. Higher doses (160 mg) have been found to be too toxic, while giving only minimal benefit in terms of lipid lowering. There is no real effect on HDL and triglyceride levels. Simvastatin (INN) is a hypolipidemic drug belonging to the class of pharmaceuticals called 'statins'. It is used to control hypercholesterolemia (elevated cholesterol levels) and to prevent cardiovascular disease. Simvastatin is a synthetic derivate of a fermentation product of Aspergillus terreus; The drug is the form of an inactive lactone that is hydrolized after ingestion to produce the active agent. It is a white, nonhygroscopic, crystalline powder that is practically insoluble in water, and freely soluble in chloroform, methanol and ethanol; Ezetimibe/simvastatin is a combination product to lower lipids and marketed as Vytorin.",Simvastatin (Lactone Form),HMDB0005007,,,D00434,,,,,,
smvacid,,,,Simvastatin Dihydroxy (Acid Form),,,,,,,,,,
so3,14265-45-3,17359,"Human Metabolome Database (HMDB): Endogenous sulfite is generated as a consequence of the body's normal processing of sulfur-containing amino acids. Sulfites occur as a consequence of fermentation and also occur naturally in a number of foods and beverages. As food additives, sulfiting agents were first used in 1664 and have been approved in the United States since the 1800s. Sulfite is an allergen, a neurotoxin, and a metabotoxin.  An allergen is a compound that causes allergic reactions such as wheezing, rash, or rhinitis. A neurotoxin is a substance that causes damage to nerves or brain tissues. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. As an allergen, sulfite is known to induce asthmatic reactions. Sulfite sensitivity occurs most often in asthmatic adults (predominantly women), but it is also occasionally reported in preschool children. Adverse reactions to sulfites in nonasthmatics are extremely rare. Asthmatics who are steroid-dependent or who have a higher degree of airway hyperreactivity may be at greater risk of experiencing a reaction to sulfite-containing foods. Sulfite sensitivity reactions vary widely, ranging from no reaction to severe. The majority of reactions are mild. These manifestations may include dermatologic, respiratory, or gastrointestinal signs and symptoms. The precise mechanisms of the sensitivity responses have not been completely elucidated: inhalation of sulfur dioxide (SO2) generated in the stomach following ingestion of sulfite-containing foods or beverages, a deficiency in a mitochondrial enzyme, and an IgE-mediated immune response have all been implicated. Exogenously supplied sulfite is detoxified by the enzyme sulfite oxidase. Sulfite oxidase (EC 1.8.3.1) is 1 of 3 enzymes in humans that require molybdenum as a cofactor. Under certain circumstances, chronically high levels of sulfite can lead to serious neurotoxicity. Sulfite oxidase deficiency (also called molybdenum cofactor deficiency) is a rare autosomal inherited disease that is typified by high concentrations of sulfite in the blood and urine. It is characterized by severe neurological symptoms such as untreatable seizures, attenuated growth of the brain, and mental retardation. It results from defects in the enzyme sulfite oxidase, which is responsible for the oxidation of sulfite to sulfate. This sulfite to sulfate reaction is the final step in the degradation of sulfur-containing metabolites (including the amino acids cysteine and methionine). The term ""isolated sulfite oxidase deficiency"" is used to define the deficiency caused by mutations in the sulfite oxidase gene. This differentiates it from another version of sulfite oxidase deficiency that is due to defects in the molybdenum cofactor biosynthetic pathway (with mutations in the MOCS1 or MOCS2 genes). Isolated sulfite oxidase deficiency is a rare but devastating neurologic disease that usually presents in early infancy with seizures and alterations in muscle tone (PMID: 16234925, 16140720, 8586770). Sulfite oxidase deficiency (as caused by MOCS1 or MOCS2) may be treated with cPMP, a precursor of the molybdenum cofactor (PMID: 20385644).  The mechanism behind sulfite neurotoxicity appears to be related to its ability to bind and inhibit glutamate dehydrogenase (GDH). Inhibition of GDH leads to a decrease in alpha-ketoglutarate and a diminished flux through the tricarboxylic acid cycle. This is accompanied by a decrease in NADH through the mitochondrial electron transport chain, which leads to a decrease in mitochondrial membrane potential and in ATP synthesis. Since glutamate is a major metabolite in the brain, inhibition of GDH by sulfite appears to contribute to neural damage characteristic of sulfite oxidase deficiency in human infants (PMID: 15273247).",Sulfite,HMDB0000240,,,C00094,SO3,FDB021915,so3,[O-]S([O-])=O,LSNNMFCWUKXFEE-UHFFFAOYSA-L,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)/p-2"
